,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1003,26,0.2,0.2,0.1,0.1,0.3,0.1
1,2005,30,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091
2,3007,37,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142
3,4012,45,0.35294117647058826,0.17647058823529413,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.058823529411764705
4,5015,48,0.3684210526315789,0.21052631578947367,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842
5,6018,49,0.25,0.3125,0.25,0.0625,0.0625,0.0625
6,7020,51,0.2,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667
7,8024,55,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667
8,9030,59,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705
9,10033,66,0.5,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
10,11068,68,0.6,0.2,0.05,0.05,0.05,0.05
11,12116,68,0.6,0.2,0.05,0.05,0.05,0.05
12,13163,68,0.55,0.25,0.05,0.05,0.05,0.05
13,14164,68,0.55,0.25,0.05,0.05,0.05,0.05
14,15208,68,0.55,0.25,0.05,0.05,0.05,0.05
15,16258,68,0.55,0.25,0.05,0.05,0.05,0.05
16,17310,70,0.5,0.22727272727272727,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456
17,18359,72,0.5,0.22727272727272727,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.045454545454545456
18,19360,74,0.5,0.25,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664
19,20410,74,0.5,0.25,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664
20,21463,78,0.625,0.125,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
21,22535,78,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
22,23604,78,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
23,24674,78,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
24,25745,79,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
25,26815,79,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
26,27885,79,0.625,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664
27,28955,81,0.5652173913043478,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216
28,30026,82,0.5652173913043478,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
29,31099,83,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
30,32170,85,0.6086956521739131,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
31,33245,86,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
32,34314,86,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
33,35385,86,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
34,36455,86,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333
35,37528,87,0.5652173913043478,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
36,38595,87,0.5652173913043478,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
37,39663,88,0.5238095238095238,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523
38,40732,88,0.5238095238095238,0.19047619047619047,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523
39,41803,89,0.5454545454545454,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091
40,42876,89,0.5454545454545454,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091
41,43946,89,0.5454545454545454,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091
42,45015,90,0.5217391304347826,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
43,46086,90,0.5217391304347826,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
44,47154,90,0.5217391304347826,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
45,48224,90,0.5217391304347826,0.21739130434782608,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
46,49295,92,0.5,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091
47,50364,93,0.5,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091
