,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1001,27,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.09090909090909091
1,2008,30,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091
2,3014,34,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285
3,4018,45,0.25,0.25,0.0625,0.125,0.25,0.0625
4,5023,54,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.05263157894736842
5,6029,57,0.3888888888888889,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.05555555555555555
6,7034,58,0.4,0.25,0.05,0.1,0.15,0.05
7,8037,62,0.38095238095238093,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.047619047619047616
8,9045,62,0.3181818181818182,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.045454545454545456
9,10049,64,0.391304347826087,0.30434782608695654,0.043478260869565216,0.08695652173913043,0.13043478260869565,0.043478260869565216
10,11057,65,0.4166666666666667,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.125,0.041666666666666664
11,12084,66,0.375,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.041666666666666664
12,13110,66,0.375,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.041666666666666664
13,14136,70,0.4,0.24,0.04,0.08,0.2,0.04
14,15161,72,0.38461538461538464,0.23076923076923078,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464
15,16186,72,0.4230769230769231,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464
16,17215,72,0.4230769230769231,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464
17,18242,72,0.4230769230769231,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464
18,19269,72,0.4230769230769231,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.23076923076923078,0.038461538461538464
19,20296,72,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.038461538461538464
20,21327,75,0.48148148148148145,0.18518518518518517,0.037037037037037035,0.07407407407407407,0.18518518518518517,0.037037037037037035
21,22356,78,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.038461538461538464
22,23382,78,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.038461538461538464
23,24406,78,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.038461538461538464
