label,selected_policy_id,selected_label,source_welfare,selection_type,scenario,n_ensembles,zaf_mean_abatement_burden_all_years,zaf_worst_abatement_burden_all_years,zaf_mean_damage_burden_all_years,zaf_worst_damage_burden_all_years,zaf_mean_total_burden_all_years,zaf_worst_total_burden_all_years,zaf_mean_consumption_per_capita_all_years,zaf_ecr_mean_end,global_temp_mean_2100,global_temp_p95_2100,fraction_above_threshold_2100,mean_years_above_threshold,evaluated_welfare,zaf_abatement_burden_2050,zaf_damage_burden_2050,zaf_total_burden_2050,zaf_consumption_pc_2050,zaf_ecr_2050,global_temp_mean_2050,zaf_abatement_burden_2100,zaf_damage_burden_2100,zaf_total_burden_2100,zaf_consumption_pc_2100,zaf_ecr_2100
P3_PRIORITARIAN_lowest_climate_risk__scenario_6,3,P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,6,15,8.045240165097529e-07,6.538010188358912e-06,0.10512851731011356,0.2607824860599852,0.10512932183413007,0.260784193966396,103.323739703617,0.18369987683198277,3.8234941101985283,4.359664940639081,1.0,256.46666666666664,-381.59577854755787,7.188616804638515e-07,0.024994467954133837,0.024995186815814297,25.986245448956833,0.011006986870249669,2.2012247112034915,3.5459154015423393e-07,0.06116528724958533,0.06116564184112548,76.38953726507508,0.028935966326688337
P3_PRIORITARIAN_lowest_climate_risk__scenario_7,3,P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,7,15,1.0885599619348493e-06,8.212015451312984e-06,0.11503755288370361,0.2684052218246497,0.11503864144366556,0.2684073605806868,101.36344699149605,0.19482899174287,4.418620571251315,4.9854638301372045,1.0,257.1333333333333,-382.1502169150601,7.188253125100708e-07,0.02530516721225634,0.025305886037568847,25.977681272310658,0.011007582680569295,2.2205411047330568,6.803382726351387e-07,0.07568645654559829,0.07568713688387094,74.81421434125294,0.03976919244618462
P4_PRIORITARIAN_lowest_climate_risk__scenario_0,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,0,15,0.0004805362278618038,0.005449413894399178,0.02921934883142647,0.0793056701362924,0.02969988505928827,0.07930804015331641,61.01812586288641,0.46483063866776464,2.2413868379430633,2.6016223545931494,0.8666666666666667,207.2,-399.20296058884435,0.003201827598099841,0.01519109737810232,0.018392924976202162,21.559974450409243,0.464750828565156,1.7458666371536702,0.0001366564580231351,0.024388561731759236,0.02452521818978237,49.783902265541606,0.46483063866776464
P4_PRIORITARIAN_lowest_climate_risk__scenario_1,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,1,15,0.000480746675706282,0.005448550225448938,0.029302638613871404,0.078977461138031,0.02978338528957768,0.07897983067965296,61.01116010481019,0.46486711643135525,2.255561260873124,2.624106565679542,0.8666666666666667,208.06666666666666,-399.20930552951006,0.003204443830921709,0.015350029648019712,0.018554473478941423,21.556938943307397,0.4648467914438101,1.7544174876355079,0.00013671867585971975,0.024701947504805165,0.024838666180664885,49.76121861825836,0.46486711643135525
P4_PRIORITARIAN_lowest_climate_risk__scenario_2,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,2,15,0.0005707542060277688,0.005925902713810514,0.060517333443124655,0.15013626970093463,0.061088087649152426,0.1501443698682125,60.21967867944732,0.46484885660132963,2.9627677840980082,3.368952416957365,1.0,244.93333333333334,-413.5386387987275,0.0036633932495726607,0.017729699857002606,0.02139309310657526,17.232675683624553,0.46484029204867877,1.8695671731717136,0.00020914755204954648,0.04082048961636741,0.04102963716841696,44.82464428086377,0.46484885660132963
P4_PRIORITARIAN_lowest_climate_risk__scenario_3,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,3,15,0.0007441838930326918,0.0068327669906691,0.07154953093306585,0.16932392246077044,0.07229371482609853,0.1693374390282348,23.52727278390667,0.46479279824957215,3.2664637828733936,3.6455888973633965,1.0,245.53333333333333,-497.46392437681067,0.004617517114516347,0.017511751701960936,0.022129268816477286,12.295965073802062,0.46478873142947535,1.861783795870021,0.0003578711073212335,0.047813069955578096,0.048170941062899326,21.587075116804893,0.46479279824957215
P4_PRIORITARIAN_lowest_climate_risk__scenario_4,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,4,15,0.0007635068052723459,0.007031174342542278,0.046858420048756684,0.10947867416998816,0.04762192685402904,0.10948496570931308,63.094087751873275,0.46489698886007347,2.8256911575363732,3.186911278382868,1.0,241.8,-501.8378594018984,0.004854231290549046,0.01647550314562234,0.021329734436171387,16.980797628130585,0.4648868991755584,1.8135323471380185,0.00036794355343146935,0.03769618644660109,0.038064130000032545,44.62481093756624,0.46489698886007347
P4_PRIORITARIAN_lowest_climate_risk__scenario_5,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,5,15,0.0007630025861839035,0.007030979807513888,0.04894498691940391,0.11194190701942303,0.0497079895055878,0.11194820578918065,62.87893763770453,0.4647877749658178,2.951489285887614,3.3205800966658563,1.0,245.66666666666666,-502.23810907296007,0.004851388184413291,0.017810062083863168,0.02266145026827646,16.95200945894466,0.46478169303355676,1.874433818954704,0.0003680572697813564,0.04065556823886564,0.041023625508647,44.431381029269836,0.4647877749658178
P4_PRIORITARIAN_lowest_climate_risk__scenario_6,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,6,15,0.0006605815001078832,0.006405395577212305,0.08886075257486634,0.22605480244964554,0.08952133407497424,0.2260636499115307,106.77118053659376,0.46709867836057606,3.4044539110139698,3.8994186028678324,1.0,253.86666666666667,-380.81766906916664,0.004204876999240879,0.022998686168461714,0.027203563167702595,25.89220306489651,0.4643231066508107,2.10886895347534,0.0002842926029313431,0.05115715124797815,0.0514414438509095,77.42870761009023,0.4643231066508107
P4_PRIORITARIAN_lowest_climate_risk__scenario_7,4,P4_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,7,15,0.0006612544783407273,0.006405398766396148,0.09908891803776838,0.23428880008861347,0.09975017251610911,0.23429808426057266,104.71991691048473,0.46993827611726846,4.0143472074152795,4.547856608198219,1.0,255.2,-381.36964299717886,0.004204986970157365,0.023303031748866065,0.02750801871902343,25.883824258552433,0.4643248977215279,2.128186827558879,0.0002857938703667077,0.06579823180859949,0.06608402567896622,75.83489327753365,0.4643248977215279
P5_PRIORITARIAN_lowest_climate_risk__scenario_0,5,P5_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,0,15,1.4939026625898065e-06,5.580892010246301e-05,0.034094541565843156,0.08768648988219008,0.034096035468505745,0.08768649619156516,60.515485969831715,0.038326811887624525,2.4018491880002704,2.776608851224044,0.8666666666666667,223.73333333333332,-399.4959340504194,6.611106763520738e-06,0.016165568800218598,0.01617217990698212,21.634434717602897,0.038326811887624525,1.7919286026788162,2.825704781501627e-07,0.028019757292705078,0.028020039863183226,49.55130298304114,0.038326811887624525
P5_PRIORITARIAN_lowest_climate_risk__scenario_1,5,P5_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,1,15,1.5182178921794668e-06,5.6505919366187463e-05,0.034176898437230666,0.08731111632631186,0.03417841665512284,0.08731112271359756,60.508714304337936,0.03854879833805862,2.416088611795757,2.799085767246255,0.8666666666666667,226.4,-399.5025014730317,6.686530341996578e-06,0.016328637032363442,0.016335323562705433,21.6313559065499,0.03854879833805862,1.8006507085323482,2.858406970311777e-07,0.028337078915335132,0.028337364756032164,49.528349433687374,0.03854879833805862
P5_PRIORITARIAN_lowest_climate_risk__scenario_2,5,P5_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,2,15,1.7336769298677555e-06,6.061940072275771e-05,0.07137491923663634,0.17989338494297666,0.07137665291356621,0.1798933999886683,58.98456394822734,0.051558555878820446,3.1906540044517766,3.624131906947499,1.0,248.26666666666668,-414.31618885832785,7.512092988676982e-06,0.01884152357788631,0.018849035670874984,17.299950106687113,0.03822522254548711,1.9217261322198054,4.3000845164000736e-07,0.04613361466001271,0.04613404466846435,44.51595510030691,0.03822522254548711
