selected_label,source_welfare,selection_type,scenario,zaf_mean_abatement_burden_all_years,zaf_worst_abatement_burden_all_years,zaf_mean_damage_burden_all_years,zaf_worst_damage_burden_all_years,zaf_mean_total_burden_all_years,zaf_worst_total_burden_all_years,zaf_abatement_burden_2050,zaf_damage_burden_2050,zaf_total_burden_2050,zaf_ecr_2050,zaf_abatement_burden_2100,zaf_damage_burden_2100,zaf_total_burden_2100,zaf_ecr_2100
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,4,0.009319347719089294,0.12679003886789478,0.022757519928143732,0.06532682545321347,0.032076867647233026,0.14668798349300555,0.04623836997645387,0.01479484628764264,0.06103321626409651,0.7352389549687854,0.010678160147250796,0.023209367617033985,0.03388752776428478,0.9648526259110273
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,5,0.010750700269806353,0.14256948151631185,0.024372845952458352,0.06705967019083187,0.035123546222264705,0.1643463492758151,0.06079461301619899,0.016105318228652014,0.07689993124485099,0.7808761019288138,0.0109789499077403,0.025557405964235988,0.036536355871976296,0.9734926943458303
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,6,0.010831031019043936,0.12987580765272377,0.019845030015169258,0.058586741682457394,0.030676061034213196,0.14980967734838144,0.08326510870005022,0.02046143123826324,0.10372653993831345,0.8698676300491894,0.008093861757886393,0.019499148267852578,0.02759301002573897,0.9613765027015987
P2_PRIORITARIAN_best_welfare_within_frame,PRIORITARIAN,best_welfare_within_frame,7,0.011102754784115263,0.13301809338591364,0.03059724310058084,0.07207888831368607,0.041699997884696104,0.14909157352897617,0.08398103801659401,0.020750349024434574,0.10473138704102856,0.8713949354714502,0.00832549719379348,0.03326590378452284,0.04159140097831631,0.9690271222814656
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,0,1.3928584857829028e-07,3.755061222494508e-06,0.03481231661659459,0.0884498779225909,0.03481245590244317,0.08844987971468682,4.903364131651958e-07,0.01646342796251795,0.016463918298931113,0.010471631946101647,3.120077777251837e-08,0.028769378303471878,0.028769409504249655,0.012617683404790477
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,1,1.3905155869270493e-07,3.753974137993072e-06,0.03490947579064596,0.08811925787101829,0.03490961484220465,0.08811925963916624,4.888733081284334e-07,0.016631756058036698,0.016632244931344825,0.01045661287544087,3.131771221908641e-08,0.02909810451464745,0.029098135832359668,0.012674716885800867
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,2,2.896646807069388e-07,3.902744790749549e-06,0.07304839747920343,0.18300307234135216,0.07304868714388414,0.1830034320837339,5.612428924542986e-07,0.019296847851773304,0.019297409094665756,0.010477768986424971,1.285287306977783e-07,0.047611669292380886,0.04761179782111158,0.020393528290793626
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,3,5.530954994612969e-07,4.162570973883264e-06,0.08331385340421678,0.19888162034125934,0.08331440649971625,0.19888237562008576,7.022333397940214e-07,0.019157018880390623,0.019157721113730417,0.010440103447424008,2.995558006034087e-07,0.05450898752750722,0.054509287083307836,0.023951318820047376
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,4,2.3220938863806004e-07,4.230767608688919e-06,0.05428148535648459,0.12488468990290812,0.05428171756587323,0.12488475428503937,7.333350048120161e-07,0.017924200166131127,0.01792493350113594,0.010411147238535043,1.306440907391852e-07,0.04278415483844016,0.0427842854825309,0.015301667079192652
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,5,2.4063261802769207e-07,4.2307688290623794e-06,0.05632919510193039,0.12629420319702492,0.05632943573454842,0.1262942712683837,7.396038260545794e-07,0.01924532424693913,0.01924606385076518,0.010452968678460578,8.738284471657619e-08,0.04574156413758072,0.04574165152042543,0.012895794422244356
P3_PRIORITARIAN_lowest_climate_risk,PRIORITARIAN,lowest_climate_risk,6,8.045240165097529e-07,6.538010188358912e-06,0.10512851731011356,0.2607824860599852,0.10512932183413007,0.260784193966396,7.188616804638515e-07,0.024994467954133837,0.024995186815814297,0.011006986870249669,3.5459154015423393e-07,0.06116528724958533,0.06116564184112548,0.028935966326688337
