,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1006,24,0.2,0.2,0.1,0.2,0.2,0.1
1,2010,27,0.1,0.2,0.2,0.2,0.2,0.1
2,3013,37,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
3,4017,46,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333
4,5021,52,0.05555555555555555,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.1111111111111111
5,6025,56,0.15,0.55,0.05,0.1,0.05,0.1
6,7031,58,0.15,0.55,0.05,0.1,0.05,0.1
7,8036,61,0.18181818181818182,0.5,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091
8,9042,61,0.18181818181818182,0.5,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091
9,10045,61,0.18181818181818182,0.5,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.09090909090909091
10,11052,65,0.25,0.4583333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.08333333333333333
11,12076,66,0.24,0.48,0.08,0.08,0.04,0.08
12,13106,66,0.28,0.4,0.08,0.12,0.04,0.08
13,14135,67,0.2692307692307692,0.4230769230769231,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.07692307692307693
14,15159,68,0.25925925925925924,0.4444444444444444,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.07407407407407407
15,16186,70,0.25,0.42857142857142855,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.07142857142857142
16,17214,70,0.25,0.42857142857142855,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.07142857142857142
17,18241,70,0.25,0.42857142857142855,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.07142857142857142
18,19269,70,0.25,0.42857142857142855,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.07142857142857142
19,20294,70,0.25,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142
20,21321,72,0.25,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.07142857142857142
21,22349,74,0.2,0.48,0.12,0.08,0.04,0.08
22,23375,74,0.2,0.48,0.12,0.08,0.04,0.08
23,24402,77,0.12,0.52,0.12,0.12,0.04,0.08
24,25429,77,0.12,0.56,0.08,0.12,0.04,0.08
25,26452,77,0.12,0.56,0.08,0.12,0.04,0.08
26,27481,77,0.12,0.56,0.08,0.12,0.04,0.08
27,28508,78,0.125,0.5,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.08333333333333333
28,29536,78,0.125,0.5,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.08333333333333333
29,30565,78,0.125,0.5,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.08333333333333333
30,31594,78,0.125,0.5416666666666666,0.08333333333333333,0.125,0.041666666666666664,0.08333333333333333
31,32619,78,0.125,0.5416666666666666,0.08333333333333333,0.125,0.041666666666666664,0.08333333333333333
32,33646,78,0.125,0.5416666666666666,0.08333333333333333,0.125,0.041666666666666664,0.08333333333333333
33,34674,79,0.08333333333333333,0.5416666666666666,0.08333333333333333,0.125,0.041666666666666664,0.125
34,35699,79,0.08333333333333333,0.5416666666666666,0.08333333333333333,0.125,0.041666666666666664,0.125
35,36725,81,0.08,0.48,0.08,0.16,0.04,0.16
36,37751,81,0.08,0.48,0.08,0.16,0.04,0.16
37,38781,81,0.08,0.48,0.08,0.16,0.04,0.16
38,39806,81,0.08,0.48,0.08,0.16,0.04,0.16
39,40830,81,0.08,0.48,0.08,0.16,0.04,0.16
40,41860,82,0.08,0.52,0.04,0.16,0.04,0.16
41,42885,82,0.08,0.52,0.04,0.16,0.04,0.16
42,43912,82,0.08,0.52,0.04,0.16,0.04,0.16
43,44938,82,0.08,0.52,0.04,0.16,0.04,0.16
44,45965,82,0.08,0.52,0.04,0.16,0.04,0.16
45,46990,82,0.08,0.48,0.04,0.2,0.04,0.16
46,48017,82,0.08,0.52,0.04,0.16,0.04,0.16
47,49043,82,0.08,0.52,0.04,0.16,0.04,0.16
48,50069,82,0.08,0.52,0.04,0.16,0.04,0.16
49,51096,82,0.08,0.52,0.04,0.16,0.04,0.16
50,52138,82,0.08,0.52,0.04,0.16,0.04,0.16
51,53209,84,0.08695652173913043,0.4782608695652174,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086
52,54279,85,0.13636363636363635,0.4090909090909091,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.18181818181818182
53,55347,85,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.18181818181818182
54,56416,85,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.18181818181818182
55,57483,85,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.18181818181818182
56,58554,87,0.21739130434782608,0.34782608695652173,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086
57,59624,87,0.21739130434782608,0.34782608695652173,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086
58,60694,87,0.21739130434782608,0.34782608695652173,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086
59,61766,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
60,62833,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
61,63900,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
62,64971,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
63,66038,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
64,67110,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
65,68180,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
66,69249,88,0.20833333333333334,0.375,0.08333333333333333,0.125,0.041666666666666664,0.16666666666666666
67,70319,90,0.28,0.32,0.08,0.12,0.04,0.16
68,71386,91,0.28,0.32,0.08,0.12,0.04,0.16
69,72452,91,0.28,0.32,0.08,0.12,0.04,0.16
70,73523,92,0.24,0.36,0.08,0.12,0.04,0.16
71,74595,92,0.24,0.36,0.08,0.12,0.04,0.16
72,75665,92,0.24,0.36,0.08,0.12,0.04,0.16
73,76736,92,0.28,0.36,0.08,0.12,0.04,0.12
74,77804,92,0.28,0.36,0.08,0.12,0.04,0.12
75,78874,92,0.28,0.36,0.08,0.12,0.04,0.12
76,79945,94,0.3076923076923077,0.3076923076923077,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.11538461538461539
77,81014,94,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.11538461538461539
78,82086,94,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.11538461538461539
79,83157,94,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.11538461538461539
80,84226,94,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.11538461538461539
81,85297,94,0.3076923076923077,0.2692307692307692,0.15384615384615385,0.11538461538461539,0.038461538461538464,0.11538461538461539
