,nfe,epsilon_progress,SBX,PCX,DifferentialEvolution,UNDX,SPX,UM
0,1006,130,0.2222222222222222,0.4444444444444444,0.027777777777777776,0.2222222222222222,0.05555555555555555,0.027777777777777776
1,2011,237,0.5306122448979592,0.1836734693877551,0.12244897959183673,0.08163265306122448,0.04081632653061224,0.04081632653061224
2,3016,342,0.39215686274509803,0.35294117647058826,0.0784313725490196,0.0784313725490196,0.0392156862745098,0.058823529411764705
3,4021,419,0.5909090909090909,0.09090909090909091,0.18181818181818182,0.06818181818181818,0.045454545454545456,0.022727272727272728
4,5029,514,0.7397260273972602,0.0821917808219178,0.1232876712328767,0.0273972602739726,0.0136986301369863,0.0136986301369863
5,6033,633,0.8,0.013333333333333334,0.13333333333333333,0.02666666666666667,0.013333333333333334,0.013333333333333334
6,7039,735,0.8809523809523809,0.011904761904761904,0.05952380952380952,0.023809523809523808,0.011904761904761904,0.011904761904761904
7,8044,830,0.8846153846153846,0.01282051282051282,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.01282051282051282
8,9048,923,0.9125,0.0125,0.0125,0.025,0.0125,0.025
9,10051,987,0.9156626506024096,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.024096385542168676
10,11222,1042,0.925531914893617,0.010638297872340425,0.010638297872340425,0.02127659574468085,0.010638297872340425,0.02127659574468085
11,12473,1139,0.9423076923076923,0.009615384615384616,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.009615384615384616
12,13723,1236,0.9285714285714286,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.02040816326530612
13,14973,1335,0.9278350515463918,0.010309278350515464,0.020618556701030927,0.020618556701030927,0.010309278350515464,0.010309278350515464
14,16223,1415,0.918918918918919,0.009009009009009009,0.036036036036036036,0.018018018018018018,0.009009009009009009,0.009009009009009009
15,17473,1494,0.943089430894309,0.008130081300813009,0.016260162601626018,0.016260162601626018,0.008130081300813009,0.008130081300813009
16,18723,1569,0.9327731092436975,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.01680672268907563
17,19972,1641,0.9312977099236641,0.022900763358778626,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.015267175572519083
18,21222,1705,0.9324324324324325,0.02702702702702703,0.013513513513513514,0.013513513513513514,0.006756756756756757,0.006756756756756757
19,22473,1787,0.927007299270073,0.014598540145985401,0.029197080291970802,0.014598540145985401,0.0072992700729927005,0.0072992700729927005
20,23725,1853,0.905511811023622,0.007874015748031496,0.047244094488188976,0.015748031496062992,0.007874015748031496,0.015748031496062992
21,24976,1914,0.9210526315789473,0.006578947368421052,0.039473684210526314,0.013157894736842105,0.006578947368421052,0.013157894736842105
22,26227,1981,0.9236111111111112,0.006944444444444444,0.027777777777777776,0.013888888888888888,0.006944444444444444,0.020833333333333332
23,27478,2053,0.9054054054054054,0.006756756756756757,0.033783783783783786,0.013513513513513514,0.006756756756756757,0.033783783783783786
24,28729,2138,0.9328358208955224,0.007462686567164179,0.029850746268656716,0.014925373134328358,0.007462686567164179,0.007462686567164179
25,29979,2206,0.9440559440559441,0.006993006993006993,0.013986013986013986,0.013986013986013986,0.006993006993006993,0.013986013986013986
26,31227,2252,0.9357142857142857,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.02142857142857143
27,32477,2315,0.9420289855072463,0.007246376811594203,0.021739130434782608,0.014492753623188406,0.007246376811594203,0.007246376811594203
28,33729,2371,0.9117647058823529,0.007352941176470588,0.051470588235294115,0.014705882352941176,0.007352941176470588,0.007352941176470588
29,34979,2420,0.8947368421052632,0.007518796992481203,0.05263157894736842,0.015037593984962405,0.007518796992481203,0.022556390977443608
30,36230,2471,0.8571428571428571,0.007518796992481203,0.09022556390977443,0.015037593984962405,0.007518796992481203,0.022556390977443608
31,37480,2514,0.8813559322033898,0.00847457627118644,0.06779661016949153,0.01694915254237288,0.00847457627118644,0.01694915254237288
32,38729,2554,0.8837209302325582,0.007751937984496124,0.06201550387596899,0.015503875968992248,0.007751937984496124,0.023255813953488372
33,39980,2597,0.8854961832061069,0.007633587786259542,0.061068702290076333,0.015267175572519083,0.007633587786259542,0.022900763358778626
34,41230,2640,0.8931297709923665,0.007633587786259542,0.05343511450381679,0.015267175572519083,0.007633587786259542,0.022900763358778626
35,42391,2662,0.8976377952755905,0.007874015748031496,0.047244094488188976,0.015748031496062992,0.007874015748031496,0.023622047244094488
36,43846,2719,0.9007633587786259,0.007633587786259542,0.03816793893129771,0.015267175572519083,0.007633587786259542,0.030534351145038167
37,45298,2785,0.9197080291970803,0.0072992700729927005,0.021897810218978103,0.014598540145985401,0.0072992700729927005,0.029197080291970802
38,46751,2841,0.9037037037037037,0.007407407407407408,0.02962962962962963,0.014814814814814815,0.007407407407407408,0.037037037037037035
39,48204,2892,0.8985507246376812,0.007246376811594203,0.043478260869565216,0.014492753623188406,0.007246376811594203,0.028985507246376812
40,49657,2928,0.8939393939393939,0.007575757575757576,0.03787878787878788,0.015151515151515152,0.007575757575757576,0.03787878787878788
41,50141,2944,0.8897058823529411,0.007352941176470588,0.04411764705882353,0.014705882352941176,0.007352941176470588,0.03676470588235294
