rho,eta,delta,ecs_ensemble,ecr_plateau,scenario,policy,model
0.02382307877019048,1.4481053184717894,0.9663927936926484,377.62475318461657,0.4,107,moderate_abatement,JUSTICE_GSA
0.02382307877019048,1.4481053184717894,1.9155744188465178,804.5200576027855,0.4,108,moderate_abatement,JUSTICE_GSA
0.02382307877019048,1.4481053184717894,1.9155744188465178,377.62475318461657,0.4,109,moderate_abatement,JUSTICE_GSA
0.02595988366845995,1.003802272491157,1.937191263306886,17.24212478660047,0.4,110,moderate_abatement,JUSTICE_GSA
0.014616470427252351,1.003802272491157,1.937191263306886,17.24212478660047,0.4,111,moderate_abatement,JUSTICE_GSA
0.02595988366845995,0.9272903772071004,1.937191263306886,17.24212478660047,0.4,112,moderate_abatement,JUSTICE_GSA
0.02595988366845995,1.003802272491157,1.0183783587999642,17.24212478660047,0.4,113,moderate_abatement,JUSTICE_GSA
0.02595988366845995,1.003802272491157,1.937191263306886,790.7504726890475,0.4,114,moderate_abatement,JUSTICE_GSA
0.02595988366845995,0.9272903772071004,1.0183783587999642,790.7504726890475,0.4,115,moderate_abatement,JUSTICE_GSA
0.014616470427252351,1.003802272491157,1.0183783587999642,790.7504726890475,0.4,116,moderate_abatement,JUSTICE_GSA
0.014616470427252351,0.9272903772071004,1.937191263306886,790.7504726890475,0.4,117,moderate_abatement,JUSTICE_GSA
0.014616470427252351,0.9272903772071004,1.0183783587999642,17.24212478660047,0.4,118,moderate_abatement,JUSTICE_GSA
0.014616470427252351,0.9272903772071004,1.0183783587999642,790.7504726890475,0.4,119,moderate_abatement,JUSTICE_GSA
0.02865486410167068,0.9247323703020811,1.3538908818736672,232.96602059621364,0.4,120,moderate_abatement,JUSTICE_GSA
0.01171539248060435,0.9247323703020811,1.3538908818736672,232.96602059621364,0.4,121,moderate_abatement,JUSTICE_GSA
0.02865486410167068,0.5464665042236447,1.3538908818736672,232.96602059621364,0.4,122,moderate_abatement,JUSTICE_GSA
0.02865486410167068,0.9247323703020811,1.746095766313374,232.96602059621364,0.4,123,moderate_abatement,JUSTICE_GSA
0.02865486410167068,0.9247323703020811,1.3538908818736672,360.4903422500938,0.4,124,moderate_abatement,JUSTICE_GSA
0.02865486410167068,0.5464665042236447,1.746095766313374,360.4903422500938,0.4,125,moderate_abatement,JUSTICE_GSA
0.01171539248060435,0.9247323703020811,1.746095766313374,360.4903422500938,0.4,126,moderate_abatement,JUSTICE_GSA
0.01171539248060435,0.5464665042236447,1.3538908818736672,360.4903422500938,0.4,127,moderate_abatement,JUSTICE_GSA
0.01171539248060435,0.5464665042236447,1.746095766313374,232.96602059621364,0.4,128,moderate_abatement,JUSTICE_GSA
0.01171539248060435,0.5464665042236447,1.746095766313374,360.4903422500938,0.4,129,moderate_abatement,JUSTICE_GSA
0.004244179012253881,1.1948030944913626,0.7542838682420552,948.0637516304851,0.4,130,moderate_abatement,JUSTICE_GSA
0.02817205008678138,1.1948030944913626,0.7542838682420552,948.0637516304851,0.4,131,moderate_abatement,JUSTICE_GSA
0.004244179012253881,1.0788705255836248,0.7542838682420552,948.0637516304851,0.4,132,moderate_abatement,JUSTICE_GSA
0.004244179012253881,1.1948030944913626,1.2340220054611564,948.0637516304851,0.4,133,moderate_abatement,JUSTICE_GSA
0.004244179012253881,1.1948030944913626,0.7542838682420552,964.8321522288024,0.4,134,moderate_abatement,JUSTICE_GSA
0.004244179012253881,1.0788705255836248,1.2340220054611564,964.8321522288024,0.4,135,moderate_abatement,JUSTICE_GSA
0.02817205008678138,1.1948030944913626,1.2340220054611564,964.8321522288024,0.4,136,moderate_abatement,JUSTICE_GSA
0.02817205008678138,1.0788705255836248,0.7542838682420552,964.8321522288024,0.4,137,moderate_abatement,JUSTICE_GSA
0.02817205008678138,1.0788705255836248,1.2340220054611564,948.0637516304851,0.4,138,moderate_abatement,JUSTICE_GSA
0.02817205008678138,1.0788705255836248,1.2340220054611564,964.8321522288024,0.4,139,moderate_abatement,JUSTICE_GSA
0.009592137241736055,0.5220112390816212,1.6431693942286074,331.2667846567929,0.4,140,moderate_abatement,JUSTICE_GSA
0.017567435937933622,0.5220112390816212,1.6431693942286074,331.2667846567929,0.4,141,moderate_abatement,JUSTICE_GSA
0.009592137241736055,1.2647537747398019,1.6431693942286074,331.2667846567929,0.4,142,moderate_abatement,JUSTICE_GSA
0.009592137241736055,0.5220112390816212,1.378550003748387,331.2667846567929,0.4,143,moderate_abatement,JUSTICE_GSA
0.009592137241736055,0.5220112390816212,1.6431693942286074,587.3862906182185,0.4,144,moderate_abatement,JUSTICE_GSA
0.009592137241736055,1.2647537747398019,1.378550003748387,587.3862906182185,0.4,145,moderate_abatement,JUSTICE_GSA
0.017567435937933622,0.5220112390816212,1.378550003748387,587.3862906182185,0.4,146,moderate_abatement,JUSTICE_GSA
0.017567435937933622,1.2647537747398019,1.6431693942286074,587.3862906182185,0.4,147,moderate_abatement,JUSTICE_GSA
0.017567435937933622,1.2647537747398019,1.378550003748387,331.2667846567929,0.4,148,moderate_abatement,JUSTICE_GSA
0.017567435937933622,1.2647537747398019,1.378550003748387,587.3862906182185,0.4,149,moderate_abatement,JUSTICE_GSA
0.019504785946570336,1.3467917703092098,1.2135403780266643,615.1879294002429,0.4,150,moderate_abatement,JUSTICE_GSA
0.004969387149438262,1.3467917703092098,1.2135403780266643,615.1879294002429,0.4,151,moderate_abatement,JUSTICE_GSA
0.019504785946570336,0.8596652764827013,1.2135403780266643,615.1879294002429,0.4,152,moderate_abatement,JUSTICE_GSA
0.019504785946570336,1.3467917703092098,0.8522784165106714,615.1879294002429,0.4,153,moderate_abatement,JUSTICE_GSA
0.019504785946570336,1.3467917703092098,1.2135403780266643,237.58218098338693,0.4,154,moderate_abatement,JUSTICE_GSA
0.019504785946570336,0.8596652764827013,0.8522784165106714,237.58218098338693,0.4,155,moderate_abatement,JUSTICE_GSA
0.004969387149438262,1.3467917703092098,0.8522784165106714,237.58218098338693,0.4,156,moderate_abatement,JUSTICE_GSA
0.004969387149438262,0.8596652764827013,1.2135403780266643,237.58218098338693,0.4,157,moderate_abatement,JUSTICE_GSA
0.004969387149438262,0.8596652764827013,0.8522784165106714,615.1879294002429,0.4,158,moderate_abatement,JUSTICE_GSA
0.004969387149438262,0.8596652764827013,0.8522784165106714,237.58218098338693,0.4,159,moderate_abatement,JUSTICE_GSA
0.020405790572986006,0.5340905049815774,1.5193977388553321,115.71413107868284,0.4,160,moderate_abatement,JUSTICE_GSA
0.025890261855907738,0.5340905049815774,1.5193977388553321,115.71413107868284,0.4,161,moderate_abatement,JUSTICE_GSA
0.020405790572986006,1.098814208060503,1.5193977388553321,115.71413107868284,0.4,162,moderate_abatement,JUSTICE_GSA
0.020405790572986006,0.5340905049815774,1.153737333137542,115.71413107868284,0.4,163,moderate_abatement,JUSTICE_GSA
0.020405790572986006,0.5340905049815774,1.5193977388553321,621.6473623281345,0.4,164,moderate_abatement,JUSTICE_GSA
0.020405790572986006,1.098814208060503,1.153737333137542,621.6473623281345,0.4,165,moderate_abatement,JUSTICE_GSA
0.025890261855907738,0.5340905049815774,1.153737333137542,621.6473623281345,0.4,166,moderate_abatement,JUSTICE_GSA
0.025890261855907738,1.098814208060503,1.5193977388553321,621.6473623281345,0.4,167,moderate_abatement,JUSTICE_GSA
0.025890261855907738,1.098814208060503,1.153737333137542,115.71413107868284,0.4,168,moderate_abatement,JUSTICE_GSA
0.025890261855907738,1.098814208060503,1.153737333137542,621.6473623281345,0.4,169,moderate_abatement,JUSTICE_GSA
0.008680614265613257,1.3354487949982285,0.6356111913919449,830.8101390283555,0.4,170,moderate_abatement,JUSTICE_GSA
0.013115268155932426,1.3354487949982285,0.6356111913919449,830.8101390283555,0.4,171,moderate_abatement,JUSTICE_GSA
0.008680614265613257,0.5258485144004226,0.6356111913919449,830.8101390283555,0.4,172,moderate_abatement,JUSTICE_GSA
0.008680614265613257,1.3354487949982285,1.6630187355913222,830.8101390283555,0.4,173,moderate_abatement,JUSTICE_GSA
0.008680614265613257,1.3354487949982285,0.6356111913919449,211.3719559693709,0.4,174,moderate_abatement,JUSTICE_GSA
0.008680614265613257,0.5258485144004226,1.6630187355913222,211.3719559693709,0.4,175,moderate_abatement,JUSTICE_GSA
0.013115268155932426,1.3354487949982285,1.6630187355913222,211.3719559693709,0.4,176,moderate_abatement,JUSTICE_GSA
0.013115268155932426,0.5258485144004226,0.6356111913919449,211.3719559693709,0.4,177,moderate_abatement,JUSTICE_GSA
0.013115268155932426,0.5258485144004226,1.6630187355913222,830.8101390283555,0.4,178,moderate_abatement,JUSTICE_GSA
0.013115268155932426,0.5258485144004226,1.6630187355913222,211.3719559693709,0.4,179,moderate_abatement,JUSTICE_GSA
0.003346739704720676,0.8814069135114551,1.9961762707680464,448.64522227086127,0.4,180,moderate_abatement,JUSTICE_GSA
0.0036549716340377927,0.8814069135114551,1.9961762707680464,448.64522227086127,0.4,181,moderate_abatement,JUSTICE_GSA
0.003346739704720676,0.8179968893527985,1.9961762707680464,448.64522227086127,0.4,182,moderate_abatement,JUSTICE_GSA
0.003346739704720676,0.8814069135114551,0.7741222977638245,448.64522227086127,0.4,183,moderate_abatement,JUSTICE_GSA
0.003346739704720676,0.8814069135114551,1.9961762707680464,334.0360830537975,0.4,184,moderate_abatement,JUSTICE_GSA
0.003346739704720676,0.8179968893527985,0.7741222977638245,334.0360830537975,0.4,185,moderate_abatement,JUSTICE_GSA
0.0036549716340377927,0.8814069135114551,0.7741222977638245,334.0360830537975,0.4,186,moderate_abatement,JUSTICE_GSA
0.0036549716340377927,0.8179968893527985,1.9961762707680464,334.0360830537975,0.4,187,moderate_abatement,JUSTICE_GSA
0.0036549716340377927,0.8179968893527985,0.7741222977638245,448.64522227086127,0.4,188,moderate_abatement,JUSTICE_GSA
0.0036549716340377927,0.8179968893527985,0.7741222977638245,334.0360830537975,0.4,189,moderate_abatement,JUSTICE_GSA
0.029569897083565593,1.237399878911674,0.9073677710257471,732.5608256040141,0.4,190,moderate_abatement,JUSTICE_GSA
0.019821288995444775,1.237399878911674,0.9073677710257471,732.5608256040141,0.4,191,moderate_abatement,JUSTICE_GSA
0.029569897083565593,1.3075847504660487,0.9073677710257471,732.5608256040141,0.4,192,moderate_abatement,JUSTICE_GSA
0.029569897083565593,1.237399878911674,1.2919252570718527,732.5608256040141,0.4,193,moderate_abatement,JUSTICE_GSA
0.029569897083565593,1.237399878911674,0.9073677710257471,998.8487506117672,0.4,194,moderate_abatement,JUSTICE_GSA
0.029569897083565593,1.3075847504660487,1.2919252570718527,998.8487506117672,0.4,195,moderate_abatement,JUSTICE_GSA
0.019821288995444775,1.237399878911674,1.2919252570718527,998.8487506117672,0.4,196,moderate_abatement,JUSTICE_GSA
0.019821288995444775,1.3075847504660487,0.9073677710257471,998.8487506117672,0.4,197,moderate_abatement,JUSTICE_GSA
0.019821288995444775,1.3075847504660487,1.2919252570718527,732.5608256040141,0.4,198,moderate_abatement,JUSTICE_GSA
0.019821288995444775,1.3075847504660487,1.2919252570718527,998.8487506117672,0.4,199,moderate_abatement,JUSTICE_GSA
0.02504474648833275,0.8145189415663481,0.6961743142455816,516.8311836980283,0.4,200,moderate_abatement,JUSTICE_GSA
0.015557337494567034,0.8145189415663481,0.6961743142455816,516.8311836980283,0.4,201,moderate_abatement,JUSTICE_GSA
0.02504474648833275,1.15713522862643,0.6961743142455816,516.8311836980283,0.4,202,moderate_abatement,JUSTICE_GSA
0.02504474648833275,0.8145189415663481,0.5700654587708414,516.8311836980283,0.4,203,moderate_abatement,JUSTICE_GSA
0.02504474648833275,0.8145189415663481,0.6961743142455816,413.85153692401946,0.4,204,moderate_abatement,JUSTICE_GSA
0.02504474648833275,1.15713522862643,0.5700654587708414,413.85153692401946,0.4,205,moderate_abatement,JUSTICE_GSA
0.015557337494567034,0.8145189415663481,0.5700654587708414,413.85153692401946,0.4,206,moderate_abatement,JUSTICE_GSA
0.015557337494567034,1.15713522862643,0.6961743142455816,413.85153692401946,0.4,207,moderate_abatement,JUSTICE_GSA
0.015557337494567034,1.15713522862643,0.5700654587708414,516.8311836980283,0.4,208,moderate_abatement,JUSTICE_GSA
0.015557337494567034,1.15713522862643,0.5700654587708414,413.85153692401946,0.4,209,moderate_abatement,JUSTICE_GSA
0.007882955190725623,1.0542230065912008,1.4119603312574327,305.12245832476765,0.4,210,moderate_abatement,JUSTICE_GSA
0.006640958770178258,1.0542230065912008,1.4119603312574327,305.12245832476765,0.4,211,moderate_abatement,JUSTICE_GSA
0.007882955190725623,0.7185041233897209,1.4119603312574327,305.12245832476765,0.4,212,moderate_abatement,JUSTICE_GSA
0.007882955190725623,1.0542230065912008,1.4498164313845336,305.12245832476765,0.4,213,moderate_abatement,JUSTICE_GSA
0.007882955190725623,1.0542230065912008,1.4119603312574327,762.5735829249024,0.4,214,moderate_abatement,JUSTICE_GSA
0.007882955190725623,0.7185041233897209,1.4498164313845336,762.5735829249024,0.4,215,moderate_abatement,JUSTICE_GSA
0.006640958770178258,1.0542230065912008,1.4498164313845336,762.5735829249024,0.4,216,moderate_abatement,JUSTICE_GSA
0.006640958770178258,0.7185041233897209,1.4119603312574327,762.5735829249024,0.4,217,moderate_abatement,JUSTICE_GSA
0.006640958770178258,0.7185041233897209,1.4498164313845336,305.12245832476765,0.4,218,moderate_abatement,JUSTICE_GSA
0.006640958770178258,0.7185041233897209,1.4498164313845336,762.5735829249024,0.4,219,moderate_abatement,JUSTICE_GSA
0.013202918504364787,0.7250608094036579,1.1787754106335342,921.8927491204813,0.4,220,moderate_abatement,JUSTICE_GSA
0.00964776667393744,0.7250608094036579,1.1787754106335342,921.8927491204813,0.4,221,moderate_abatement,JUSTICE_GSA
0.013202918504364787,0.8753947308287024,1.1787754106335342,921.8927491204813,0.4,222,moderate_abatement,JUSTICE_GSA
0.013202918504364787,0.7250608094036579,0.9376130094751716,921.8927491204813,0.4,223,moderate_abatement,JUSTICE_GSA
0.013202918504364787,0.7250608094036579,1.1787754106335342,639.3912800149992,0.4,224,moderate_abatement,JUSTICE_GSA
0.013202918504364787,0.8753947308287024,0.9376130094751716,639.3912800149992,0.4,225,moderate_abatement,JUSTICE_GSA
0.00964776667393744,0.7250608094036579,0.9376130094751716,639.3912800149992,0.4,226,moderate_abatement,JUSTICE_GSA
0.00964776667393744,0.8753947308287024,1.1787754106335342,639.3912800149992,0.4,227,moderate_abatement,JUSTICE_GSA
0.00964776667393744,0.8753947308287024,0.9376130094751716,921.8927491204813,0.4,228,moderate_abatement,JUSTICE_GSA
0.00964776667393744,0.8753947308287024,0.9376130094751716,639.3912800149992,0.4,229,moderate_abatement,JUSTICE_GSA
0.01586623091250658,1.3944136463105679,1.6778943464159966,134.62070754170418,0.4,230,moderate_abatement,JUSTICE_GSA
0.029672809637151656,1.3944136463105679,1.6778943464159966,134.62070754170418,0.4,231,moderate_abatement,JUSTICE_GSA
