policy,outcome,parameter,S1,S1_conf,ST,ST_conf,note
moderate_abatement,welfare,rho,-0.0034371399059966437,0.025837064165727612,2.810878311782845,3.8835698091718776,
moderate_abatement,welfare,eta,0.4154449054742273,0.5136258856115617,0.6319361019889986,0.538732089875063,
moderate_abatement,welfare,delta,7.098826627992666e-06,0.00011721240888039951,3.738490982787746e-07,3.973744500547989e-06,
moderate_abatement,welfare,ecs_ensemble,1.7334336982958485e-05,9.60616931804501e-05,5.409209298630891e-07,4.486606616461214e-06,
moderate_abatement,years_above_temperature_threshold,rho,0.0,0.0,0.0,0.0,
moderate_abatement,years_above_temperature_threshold,eta,0.0,0.0,0.0,0.0,
moderate_abatement,years_above_temperature_threshold,delta,9.063502282003475e-05,0.001129469515275233,8.372599311476344e-05,3.1731155731692236e-05,
moderate_abatement,years_above_temperature_threshold,ecs_ensemble,1.0792700062299827,0.15251389867734594,0.994149360058278,0.08808119403759568,
moderate_abatement,fraction_above_threshold,rho,0.0,0.0,0.0,0.0,
moderate_abatement,fraction_above_threshold,eta,0.0,0.0,0.0,0.0,
moderate_abatement,fraction_above_threshold,delta,-0.00217089817089817,0.003922056491104428,0.011182091182091177,0.020202142086976533,
moderate_abatement,fraction_above_threshold,ecs_ensemble,0.9955337155337152,0.19414015990433525,0.9504777504777502,0.09107995108499568,
moderate_abatement,global_temperature_2100,rho,0.0,0.0,0.0,0.0,
moderate_abatement,global_temperature_2100,eta,0.0,0.0,0.0,0.0,
moderate_abatement,global_temperature_2100,delta,0.00011966561903665812,0.0007478282425376942,3.430303097491715e-05,5.6410766314029265e-06,
moderate_abatement,global_temperature_2100,ecs_ensemble,1.0156237623803654,0.10897642789983587,1.0197858158559203,0.07166924742153012,
moderate_abatement,max_global_temperature,rho,0.0,0.0,0.0,0.0,
moderate_abatement,max_global_temperature,eta,0.0,0.0,0.0,0.0,
moderate_abatement,max_global_temperature,delta,0.00021545556444211534,0.002377008676303995,0.0005009034492215093,0.00011573733691071118,
moderate_abatement,max_global_temperature,ecs_ensemble,0.9925936924998672,0.13965161403760049,1.000643706172072,0.09508703916790129,
moderate_abatement,welfare_loss_damage,rho,0.011442731564431466,0.04041078596585243,2.452609946843613,3.5352936234097614,
moderate_abatement,welfare_loss_damage,eta,0.4943988201648976,0.41971247092392555,0.6770214882916594,0.47648626989072995,
moderate_abatement,welfare_loss_damage,delta,-3.277433361860804e-05,0.0001215665669146468,3.4124997065515954e-06,9.658060256704023e-06,
moderate_abatement,welfare_loss_damage,ecs_ensemble,-0.001685316155507473,0.010999351185584698,0.010546060075822589,0.027579953607822817,
moderate_abatement,welfare_loss_abatement,rho,0.001331105934763178,0.0332458004402452,2.7960236995326913,4.111072269548544,
moderate_abatement,welfare_loss_abatement,eta,0.4164367047582972,0.5120354746134436,0.6267070092698028,0.5335581212325058,
moderate_abatement,welfare_loss_abatement,delta,0.0,0.0,0.0,0.0,
moderate_abatement,welfare_loss_abatement,ecs_ensemble,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_abatement_burden,rho,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_abatement_burden,eta,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_abatement_burden,delta,0.4166417440346214,0.08201337428239444,0.49834163326724384,0.08063111039757823,
moderate_abatement,zaf_mean_abatement_burden,ecs_ensemble,0.5065523120022222,0.09871423221684551,0.5707939948763938,0.07909454669688663,
moderate_abatement,zaf_mean_damage_fraction,rho,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_damage_fraction,eta,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_damage_fraction,delta,0.40134131359886077,0.07984693120233446,0.46674058262228063,0.06522145113083294,
moderate_abatement,zaf_mean_damage_fraction,ecs_ensemble,0.5637142331504277,0.10805833514397045,0.6272285190942882,0.07795043697069881,
moderate_abatement,zaf_mean_net_output_ratio,rho,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_net_output_ratio,eta,0.0,0.0,0.0,0.0,
moderate_abatement,zaf_mean_net_output_ratio,delta,0.401343537944222,0.08186304778155994,0.4667432259936011,0.06966298159264318,
moderate_abatement,zaf_mean_net_output_ratio,ecs_ensemble,0.5637107996385614,0.12417193272338428,0.6272252821879353,0.07567551988944654,
